Date,Close,Volume
2001-02-01,20.36,3578711.0
2001-02-02,19.94,2512677.0
2001-02-05,19.5,2889140.0
2001-02-06,20.2,5124647.0
2001-02-07,19.83,3251199.0
2001-02-08,20.4,4085981.0
2001-02-09,20.3,5608423.0
2001-02-12,20.01,554677.0
2001-02-13,20.1,2865405.0
2001-02-14,20.5,3167359.0
2001-02-15,20.9,3071667.0
2001-02-16,19.73,2098156.0
2001-02-19,19.31,363249.0
2001-02-20,18.2,4160254.0
2001-02-21,17.95,1813943.0
2001-02-22,18.8,1149966.0
2001-02-23,19.3,3604107.0
2001-02-28,19.0,2726850.0
2001-03-01,19.57,1993887.0
2001-03-02,19.32,1684844.0
2001-03-05,19.3,5092120.0
2001-03-06,19.4,2710433.0
2001-03-07,19.8,3921546.0
2001-03-08,19.65,3468476.0
2001-03-09,19.7,5049048.0
2001-03-12,19.2,2310623.0
2001-03-13,19.1,1961340.0
2001-03-14,18.7,1298649.0
2001-03-15,18.9,1018442.0
2001-03-16,18.7,1773760.0
2001-03-19,18.4,1070024.0
2001-03-20,19.5,1659441.0
2001-03-21,18.85,3262355.0
2001-03-22,17.65,2620255.0
2001-03-23,19.4,1778327.0
2001-03-26,19.61,3418654.0
2001-03-27,19.91,2127063.0
2001-03-28,19.8,2354773.0
2001-03-29,19.3,4454285.0
2001-03-30,19.0,1867855.0
2001-04-02,18.0,3140182.0
2001-04-03,17.75,760812.0
2001-04-04,18.0,2444546.0
2001-04-05,18.5,1699479.0
2001-04-06,19.2,1297087.0
2001-04-09,19.5,1987890.0
2001-04-10,19.6,1711955.0
2001-04-11,19.3,6336693.0
2001-04-12,18.79,1164624.0
2001-04-16,18.75,2706250.0
2001-04-17,18.4,1135508.0
2001-04-18,19.16,4253722.0
2001-04-19,19.15,1533627.0
2001-04-20,18.4,1131660.0
2001-04-23,18.1,926706.0
2001-04-24,18.34,4725003.0
2001-04-25,18.5,722088.0
2001-04-26,19.03,1311221.0
2001-04-27,19.8,4154791.0
2001-04-30,20.19,1542510.0
2001-05-02,20.05,6571252.0
2001-05-03,19.9,3521436.0
2001-05-04,20.0,1164308.0
2001-05-07,19.7,1068172.0
2001-05-08,19.71,1995355.0
2001-05-09,19.41,2083925.0
2001-05-10,18.9,2382448.0
2001-05-11,17.53,4332119.0
2001-05-14,15.5,2248421.0
2001-05-15,15.7,3927224.0
2001-05-16,17.45,2373147.0
2001-05-17,17.29,5118049.0
2001-05-18,16.76,5854970.0
2001-05-21,16.21,2387388.0
2001-05-22,16.0,1309838.0
2001-05-23,16.0,1162393.0
2001-05-24,15.7,2336470.0
2001-05-25,15.37,537915.0
2001-05-28,15.37,1688055.0
2001-05-29,15.65,686516.0
2001-05-30,16.0,1888363.0
2001-05-31,15.85,977316.0
2001-06-01,15.95,1145273.0
2001-06-04,16.4,739678.0
2001-06-05,16.8,2695175.0
2001-06-06,16.7,3082395.0
2001-06-07,17.39,3263211.0
2001-06-08,18.0,2711264.0
2001-06-11,17.35,2045536.0
2001-06-12,17.05,1639567.0
2001-06-13,17.69,2962631.0
2001-06-15,17.35,744023.0
2001-06-18,17.03,832912.0
2001-06-19,17.2,4072441.0
2001-06-20,17.39,1863759.0
2001-06-21,17.8,1248302.0
2001-06-22,18.01,2533311.0
2001-06-25,17.31,2543832.0
2001-06-26,17.0,1455413.0
2001-06-27,16.7,1090902.0
2001-06-28,16.8,852178.0
2001-06-29,17.89,2208803.0
2001-07-02,17.2,1014131.0
2001-07-03,17.2,1144212.0
2001-07-04,16.6,910494.0
2001-07-05,15.9,1501049.0
2001-07-06,15.8,1910779.0
2001-07-10,14.65,3177830.0
2001-07-11,15.6,3739339.0
2001-07-12,16.43,2148034.0
2001-07-13,16.31,684903.0
2001-07-16,16.4,479279.0
2001-07-17,16.7,840727.0
2001-07-18,16.0,675488.0
2001-07-19,16.39,857446.0
2001-07-20,16.8,1208982.0
2001-07-23,17.46,1617494.0
2001-07-24,16.79,1192670.0
2001-07-25,17.49,415212.0
2001-07-26,17.3,972592.0
2001-07-27,16.73,351334.0
2001-07-30,16.12,531414.0
2001-07-31,16.98,2395296.0
2001-08-01,16.8,1817298.0
2001-08-02,17.4,2932000.0
2001-08-03,17.3,1074408.0
2001-08-06,17.4,686289.0
2001-08-07,17.17,1836751.0
2001-08-08,16.95,704122.0
2001-08-09,16.81,1126188.0
2001-08-10,17.0,702403.0
2001-08-13,16.78,756156.0
2001-08-14,17.0,1424661.0
2001-08-15,16.99,2036216.0
2001-08-16,17.1,541346.0
2001-08-17,16.8,1359365.0
2001-08-20,16.5,508208.0
2001-08-21,16.5,1355184.0
2001-08-22,16.29,1977338.0
2001-08-23,16.15,973686.0
2001-08-24,16.49,416503.0
2001-08-27,16.3,427544.0
2001-08-28,16.31,1013738.0
2001-08-29,16.6,1317603.0
2001-08-30,16.5,553081.0
2001-08-31,16.5,1565154.0
2001-09-03,16.2,566406.0
2001-09-04,16.05,2666050.0
2001-09-05,16.31,2221899.0
2001-09-06,16.01,1220004.0
2001-09-10,15.6,498435.0
2001-09-11,14.69,7081354.0
2001-09-12,15.0,1996890.0
2001-09-13,13.7,1036973.0
2001-09-14,13.21,1151321.0
2001-09-17,13.5,9104369.0
2001-09-18,14.0,1629679.0
2001-09-19,14.51,1753118.0
2001-09-20,14.0,898541.0
2001-09-21,13.4,2872190.0
2001-09-24,13.76,749759.0
2001-09-25,13.5,1782676.0
2001-09-26,13.06,838279.0
2001-09-27,13.5,1370210.0
2001-09-28,13.6,2820673.0
2001-10-01,13.57,1230881.0
2001-10-02,13.3,631995.0
2001-10-03,13.8,1824824.0
2001-10-04,13.85,1452170.0
2001-10-05,14.1,980685.0
2001-10-08,13.9,387922.0
2001-10-09,14.25,764270.0
2001-10-10,14.7,1008796.0
2001-10-11,15.0,13063683.0
2001-10-15,16.2,2925559.0
2001-10-16,16.4,1769497.0
2001-10-17,16.7,4519656.0
2001-10-18,16.45,2588279.0
2001-10-19,17.75,2376193.0
2001-10-22,18.35,3067229.0
2001-10-23,18.28,4758984.0
2001-10-24,17.85,1451844.0
2001-10-25,18.5,1415391.0
2001-10-26,19.0,1816293.0
2001-10-29,18.25,2741036.0
2001-10-30,17.6,1582289.0
2001-10-31,18.9,1944537.0
2001-11-01,18.11,2288063.0
2001-11-05,19.5,2873029.0
2001-11-06,19.2,2217971.0
2001-11-07,19.1,1847262.0
2001-11-08,19.3,4168336.0
2001-11-09,19.49,3162219.0
2001-11-12,19.89,1144672.0
2001-11-13,20.71,3521454.0
2001-11-14,20.81,2029191.0
2001-11-16,22.2,3946284.0
2001-11-19,22.7,5349935.0
2001-11-20,22.29,5829178.0
2001-11-21,22.55,7781549.0
2001-11-22,23.5,2748688.0
2001-11-23,23.61,3270178.0
2001-11-26,23.8,3468227.0
2001-11-27,22.6,8128627.0
2001-11-28,22.15,7973297.0
2001-11-29,21.81,924599.0
2001-11-30,22.0,2169675.0
2001-12-03,23.47,4738799.0
2001-12-04,21.5,6910251.0
2001-12-05,22.8,3768564.0
2001-12-06,22.49,1036576.0
2001-12-07,22.3,1545226.0
2001-12-10,22.2,2092489.0
2001-12-11,21.75,1794652.0
2001-12-12,23.2,6577818.0
2001-12-13,22.3,4073960.0
2001-12-14,21.9,1376928.0
2001-12-17,22.21,2952187.0
2001-12-18,22.9,5317134.0
2001-12-19,22.05,2913020.0
2001-12-20,21.7,4865644.0
2001-12-21,22.15,3365266.0
2001-12-26,21.77,2065218.0
2001-12-27,22.0,2564895.0
2001-12-28,21.4,3686600.0
2002-01-02,22.02,2847177.0
2002-01-03,23.55,4314437.0
2002-01-04,23.99,3140440.0
2002-01-07,24.34,5717782.0
2002-01-08,24.7,2912958.0
2002-01-09,26.49,11116126.0
2002-01-10,26.2,6153261.0
2002-01-11,26.75,6606313.0
2002-01-14,26.3,8346862.0
2002-01-15,25.17,2574156.0
2002-01-16,24.5,2518364.0
2002-01-17,25.0,4966160.0
2002-01-18,24.5,3774389.0
2002-01-21,24.0,660426.0
2002-01-22,24.4,4242654.0
2002-01-23,24.01,5130653.0
2002-01-24,23.9,959563.0
2002-01-28,24.98,8375655.0
2002-01-29,24.12,3518146.0
2002-01-30,23.35,5828739.0
2002-01-31,23.29,4983405.0
2002-02-01,23.69,5081952.0
2002-02-04,23.32,3143884.0
2002-02-05,23.7,2384821.0
2002-02-06,24.15,3673718.0
2002-02-07,24.1,1746419.0
2002-02-08,24.3,2701663.0
2002-02-13,24.5,3824650.0
2002-02-14,25.5,5868794.0
2002-02-15,25.99,1636790.0
2002-02-18,25.7,892392.0
2002-02-19,25.91,2751065.0
2002-02-20,26.6,5603640.0
2002-02-21,26.4,8259196.0
2002-02-22,27.0,10225179.0
2002-02-25,27.9,7948742.0
2002-02-26,27.78,5141445.0
2002-02-27,27.5,2164889.0
2002-02-28,26.2,9063337.0
2002-03-01,26.5,4165635.0
2002-03-04,26.55,5189406.0
2002-03-05,26.5,4448071.0
2002-03-06,27.21,3484599.0
2002-03-07,26.51,5159800.0
2002-03-08,27.69,3852270.0
2002-03-11,26.75,4797768.0
2002-03-12,27.3,7789258.0
2002-03-13,28.0,9399660.0
2002-03-14,28.0,7760426.0
2002-03-15,28.33,4460871.0
2002-03-18,28.8,5181580.0
2002-03-19,28.85,6147430.0
2002-03-20,29.01,2589508.0
2002-03-21,29.0,8075803.0
2002-03-22,28.6,5660023.0
2002-03-25,28.0,2522879.0
2002-03-26,28.3,4506698.0
2002-03-27,28.3,1627664.0
2002-03-28,28.1,5502325.0
2002-04-01,28.2,2252570.0
2002-04-02,27.35,2536149.0
2002-04-03,27.0,6380913.0
2002-04-04,28.3,2333020.0
2002-04-05,28.05,3007876.0
2002-04-08,27.8,716235.0
2002-04-09,28.1,10777307.0
2002-04-10,28.12,2244502.0
2002-04-11,29.1,3357667.0
2002-04-12,29.85,4770008.0
2002-04-15,30.4,9109574.0
2002-04-16,31.0,6175228.0
2002-04-17,32.6,11424669.0
2002-04-18,32.2,6546280.0
2002-04-19,32.25,5278383.0
2002-04-22,31.5,6652573.0
2002-04-23,30.89,5802900.0
2002-04-24,31.7,11281555.0
2002-04-25,32.0,2347130.0
2002-04-26,32.5,5442951.0
2002-04-29,32.36,8857023.0
2002-04-30,31.5,4404995.0
2002-05-02,30.5,4261811.0
2002-05-03,29.45,5671305.0
2002-05-06,28.55,3132342.0
2002-05-07,28.7,3258334.0
2002-05-08,29.5,1822953.0
2002-05-09,27.7,4054723.0
2002-05-10,28.7,2597977.0
2002-05-13,29.2,3636504.0
2002-05-14,30.6,2192346.0
2002-05-15,31.7,9632379.0
2002-05-16,32.7,10530020.0
2002-05-17,33.34,7148908.0
2002-05-20,33.3,8843156.0
2002-05-21,31.7,4350380.0
2002-05-22,31.77,4656153.0
2002-05-23,31.43,4631683.0
2002-05-24,31.79,7422977.0
2002-05-27,31.6,3262540.0
2002-05-28,31.6,4800627.0
2002-05-29,32.0,5126985.0
2002-05-31,31.0,2285047.0
2002-06-03,30.01,4581784.0
2002-06-04,30.85,2417366.0
2002-06-05,30.21,3758816.0
2002-06-06,29.2,6188450.0
2002-06-07,30.7,3900462.0
2002-06-10,31.2,12246681.0
2002-06-11,31.31,3760713.0
2002-06-12,31.2,4965511.0
2002-06-13,30.91,4121257.0
2002-06-14,29.8,6320002.0
2002-06-17,30.6,4619089.0
2002-06-18,30.59,4023239.0
2002-06-19,29.6,3615874.0
2002-06-20,28.3,6674742.0
2002-06-21,27.3,9726307.0
2002-06-24,27.5,5283261.0
2002-06-25,28.0,4679077.0
2002-06-26,27.75,1731282.0
2002-06-27,28.35,2715204.0
2002-06-28,29.3,1810034.0
2002-07-01,29.8,3716558.0
2002-07-02,30.6,3952188.0
2002-07-03,29.8,2811452.0
2002-07-04,30.41,1531741.0
2002-07-05,29.8,3522392.0
2002-07-08,30.9,2368729.0
2002-07-10,30.9,1933159.0
2002-07-11,30.5,4116229.0
2002-07-12,29.4,5468859.0
2002-07-15,28.6,1954725.0
2002-07-16,28.9,4317608.0
2002-07-17,29.51,3443306.0
2002-07-18,30.3,4427017.0
2002-07-19,29.9,8064136.0
2002-07-22,27.75,5775726.0
2002-07-23,27.8,4284048.0
2002-07-24,27.91,2609911.0
2002-07-25,28.45,4724595.0
2002-07-26,26.7,3377131.0
2002-07-29,26.9,8973717.0
2002-07-30,28.0,9021720.0
2002-07-31,29.1,8135308.0
2002-08-01,28.5,22493197.0
2002-08-02,30.0,2816388.0
2002-08-05,29.9,3189814.0
2002-08-06,30.0,7935258.0
2002-08-07,29.1,5542655.0
2002-08-08,29.01,9010615.0
2002-08-09,29.06,7202358.0
2002-08-12,29.0,2546266.0
2002-08-13,30.41,4540765.0
2002-08-14,30.4,5597059.0
2002-08-15,31.0,13582558.0
2002-08-16,31.6,6794970.0
2002-08-19,32.2,14927176.0
2002-08-20,31.75,3925415.0
2002-08-21,32.15,6557554.0
2002-08-22,32.7,8820293.0
2002-08-23,32.7,5667119.0
2002-08-26,32.0,2904389.0
2002-08-27,32.89,4984526.0
2002-08-28,32.89,4752363.0
2002-08-29,33.4,5659143.0
2002-08-30,32.85,8070386.0
2002-09-02,32.5,652780.0
2002-09-03,32.0,3876783.0
2002-09-04,32.51,9452422.0
2002-09-05,32.7,3567066.0
2002-09-06,32.65,4767344.0
2002-09-09,32.5,3561139.0
2002-09-10,32.25,3932412.0
2002-09-11,32.87,770497.0
2002-09-12,32.0,2203892.0
2002-09-13,32.0,1304983.0
2002-09-16,31.6,3443344.0
2002-09-17,31.79,6217783.0
2002-09-18,31.5,6004141.0
2002-09-19,31.0,3209214.0
2002-09-20,30.75,4559769.0
2002-09-23,30.24,4192083.0
2002-09-24,29.7,9878992.0
2002-09-25,28.6,14472415.0
2002-09-26,29.11,4229101.0
2002-09-27,27.6,9635236.0
2002-09-30,25.6,12843059.0
2002-10-01,27.9,6385653.0
2002-10-02,28.0,8215758.0
2002-10-03,29.2,5736468.0
2002-10-04,29.7,3747854.0
2002-10-07,28.3,4488894.0
2002-10-08,28.7,8600184.0
2002-10-09,28.6,3340016.0
2002-10-10,29.4,6624252.0
2002-10-11,29.35,2516857.0
2002-10-14,28.5,4054589.0
2002-10-15,27.45,20848070.0
2002-10-16,27.1,11791219.0
2002-10-17,28.03,15050640.0
2002-10-18,27.7,9848699.0
2002-10-21,27.9,7164212.0
2002-10-22,29.35,7062532.0
2002-10-23,30.58,8668780.0
2002-10-24,30.0,9082775.0
2002-10-25,31.4,3673488.0
2002-10-28,30.9,3415340.0
2002-10-29,31.61,3240030.0
2002-10-30,33.05,8965343.0
2002-10-31,33.99,9568210.0
2002-11-01,34.69,8603967.0
2002-11-04,35.25,8056408.0
2002-11-05,35.09,4143226.0
2002-11-06,34.14,8764776.0
2002-11-07,33.0,11156378.0
2002-11-08,33.2,2758839.0
2002-11-11,33.5,1823168.0
2002-11-12,32.5,6161813.0
2002-11-13,32.0,5167750.0
2002-11-14,31.49,5380843.0
2002-11-18,32.0,5338298.0
2002-11-19,31.85,8203453.0
2002-11-20,32.0,8268623.0
2002-11-21,32.0,6437649.0
2002-11-22,31.7,3743562.0
